drug_a,drug_b,support,n_ab,n_abz,additive_expected,omega_add,omega_add_lower,expected,omega,omega_lower,naive_log2_oe,eras_with_signal,om025_2004-2012,om025_2013-2018,om025_2019-2026
ACETAMINOPHEN,CYCLOPHOSPHAMIDE,unsupported,570,0,1.6824012645025324,-2.1259163853851906,-12.117804201192053,0.5905269887847618,-1.1250254747967494,-11.116913290603613,-3.729735971911876,0,-10.53466638351,-10.618954508577959,-11.672761726827769
ARIPIPRAZOLE,MORPHINE,unsupported,199,0,1.6824705890389793,-2.125962212235695,-12.117850028042557,2.0370462995628693,-2.3431498479553596,-12.335037663762222,-1.7419470422856738,0,-10.356992721978761,-11.014955928424563,-11.702473555806876
CARBAMAZEPINE,TRIMETHOPRIM,unsupported,189,0,1.6828625101058503,-2.1262212635237745,-12.118109079330637,2.6133434876243675,-2.6384647546275164,-12.630352570434379,-0.4390238804247456,0,-10.619443146454072,-11.08059733308439,-11.365115760442295
BUPROPION,VERAPAMIL,plausible,127,0,1.683021584923478,-2.1263263952430904,-12.118214211049953,2.5290255912400945,-2.5988537670402545,-12.590741582847118,-0.2732762995252232,0,-10.9929466746,-11.368297922524745,-10.985106113136696
CEFTRIAXONE,METFORMIN,unsupported,176,0,1.6836692095195198,-2.126754327901436,-12.118642143708298,2.829763748399901,-2.7354198196079214,-12.727307635414784,-0.82034813905003,0,-10.694789875691143,-10.404902254736529,-11.875782997690187
CLARITHROMYCIN,CLONAZEPAM,plausible,63,0,1.6838428083310757,-2.1268690156887358,-12.118756831495599,4.828276126177536,-3.4136688488402176,-13.405556664647081,-0.32086959558848754,0,-10.987779361811077,-10.750829140940587,-11.327825164486987
ENOXAPARIN,VENLAFAXINE,unsupported,180,0,1.6840895124477144,-2.1270319847001042,-12.118919800506967,2.1414200464045807,-2.4013137413680936,-12.393201557174956,-0.5460606504984076,0,-10.428107560883172,-10.765541820911835,-11.705133099215317
PROMETHAZINE,PROPOFOL,plausible,43,0,1.6846638447740516,-2.127411308656414,-12.119299124463277,4.544990643409324,-3.3348515936687018,-13.326739409475564,-0.09500154241349892,0,-11.00914915756072,-11.202515795428866,-10.99572601323483
FENOFIBRATE,LOXAPINE,plausible,18,0,1.6851591587111896,-2.1277383639917367,-12.1196261797986,9.552461623978058,-4.329476923440237,-14.3213647392471,-0.013028315535061893,0,-10.778015885884312,-11.720380981704425,-10.559939408127232
INFLUENZA VIRUS VACCINE,RIVAROXABAN,unsupported,37,0,1.6854882705946534,-2.127955635272822,-12.119843451079685,0.8829918453157397,-1.4677926497948228,-11.459680465601686,-0.15057614310699932,0,,-11.14822984497625,-11.615328928732918
FLUOXETINE,TRIMETHOPRIM,unsupported,144,0,1.6863676886508971,-2.128536044187274,-12.120423859994137,2.8445663103371923,-2.7418191488368024,-12.733706964643666,-0.5042969608973703,0,-10.510890025420503,-10.965178132333476,-11.524984483697464
ENALAPRIL,METHYLPREDNISOLONE,plausible,166,0,1.68731707787342,-2.129162371514384,-12.121050187321247,2.124940352572286,-2.3922846402927167,-12.384172456099579,-0.25875367457500875,0,-10.258733835590675,-10.455121687691614,-12.17140135814378
ALLOPURINOL,PROPRANOLOL,unsupported,117,0,1.6882702316638138,-2.129790908975108,-12.12167872478197,2.763129636287969,-2.706256303370532,-12.698144119177394,-0.14768951761688215,0,-10.749549161502728,-10.553008211221096,-11.283940796532548
PREDNISONE,SODIUM BICARBONATE,plausible,209,0,1.6884016156953259,-2.129877525974226,-12.121765341781089,1.167334700407577,-1.737543739686825,-11.729431555493688,-0.5094608962142803,0,-10.108532734659134,-10.183499666575619,-12.221459335741043
PERINDOPRIL,PROPRANOLOL,unsupported,131,0,1.6884814161643213,-2.12993013315612,-12.121817948962983,2.693377998727182,-2.675083334183375,-12.666971149990237,-0.07456873524321313,0,-10.14208900438126,-10.242298275807137,-11.980308675825727
DILTIAZEM,LEVOFLOXACIN,plausible,107,0,1.6885639644108106,-2.129984549747909,-12.121872365554772,3.637308450480035,-3.0486925194268952,-13.040580335233757,-0.26138757265777207,0,-10.808932951769588,-10.50826231723762,-11.459641197041282
AMLODIPINE,CYCLOPHOSPHAMIDE,unsupported,210,0,1.6893274705679724,-2.1304877630295325,-12.122375578836396,0.5975434873886931,-1.1342781040404097,-11.126165919847272,-2.089043630246172,0,-10.325679016684823,-10.675389742347042,-11.804747005237571
LOSARTAN,PERINDOPRIL,unsupported,104,0,1.6894058235358185,-2.1305393941431765,-12.12242720995004,3.8540809553940774,-3.122368231793411,-13.114256047600273,-0.09483112558639151,0,-10.315922589782913,-10.575343945865521,-11.792391418296914
LAMOTRIGINE,RAMIPRIL,unsupported,137,0,1.691217237643676,-2.1317325204463775,-12.123620336253241,3.218534837775822,-2.89473428836227,-12.886622104169133,-0.6151309105872703,0,-10.796654593737609,-10.745284611770657,-11.431044738461074
AMPHETAMINE,IBUPROFEN,unsupported,210,0,1.6916842501954958,-2.132039968239563,-12.123927784046426,2.294385822982351,-2.48253122850497,-12.474419044311833,-0.803018093933252,0,-10.415011504887216,-10.88942384626335,-11.682096798067649
LOVASTATIN,RITONAVIR,known_pair,23,0,1.6918320837351504,-2.1321372776589285,-12.124025093465791,2.48795878767852,-2.5791602494585226,-12.571048065265385,-0.08790246317270031,0,,,-11.773793454150596
AZITHROMYCIN,HYDROCHLOROTHIAZIDE,plausible,142,0,1.692812475675811,-2.13278244129549,-12.124670257102354,3.3113132637057983,-2.9302881926216098,-12.922176008428472,-0.6586631099151,0,-10.57335409587498,-10.54910204780032,-11.663963688033446
FLUVOXAMINE,FUROSEMIDE,unsupported,40,0,1.6941185291897285,-2.1336414641436927,-12.125529279950555,6.063023438537381,-3.7143605854096724,-13.706248401216536,-0.07068844781317138,0,-10.570176567758004,-10.810010728638769,-11.544402150266473
CLARITHROMYCIN,LOSARTAN,plausible,65,0,1.6954386217102437,-2.1345092013321176,-12.12639701713898,4.568783678342355,-3.3416395950100264,-13.333527410816888,-0.21392558078985047,0,-11.20299354638592,-10.71034006295179,-11.223757673253939
CODEINE,TOPIRAMATE,unsupported,303,0,1.695561533410594,-2.1345899683985468,-12.12647778420541,2.1173581834580446,-2.388111369605149,-12.379999185412013,-0.44734400469211405,0,-10.369303935664899,-11.097681388817355,-11.483534749543017
AMIODARONE,METOCLOPRAMIDE,plausible,125,0,1.6956814395114805,-2.134668756084963,-12.126556571891825,2.5286950138310806,-2.5986963076854313,-12.590584123492294,-0.278892965128043,0,-10.601362638676086,-11.057378306322905,-11.707814801514871
CITALOPRAM,FLUVASTATIN,plausible,20,0,1.6965041493063717,-2.1352092247564527,-12.127097040563315,4.3869200702655435,-3.2889255082730364,-13.2808133240799,-0.0397799632916364,0,-11.580072443073375,-10.521723570408838,-10.901609574451417
DIAZEPAM,LOSARTAN,unsupported,111,0,1.6968649253693013,-2.135446168126874,-12.127333983933736,3.8540272326705973,-3.12235043102542,-13.114238246832283,-0.3790248764050155,0,-10.633315943798124,-10.839193504841525,-11.552262092426126
DEXAMETHASONE,PREGABALIN,plausible,389,0,1.6970572797731438,-2.13557248294618,-12.127460298753043,1.2413383380476273,-1.8001965425640973,-11.79208435837096,-2.414809813194976,0,-10.330269727997011,-10.441627442012653,-12.11871386184587
OMEPRAZOLE,VALPROATE,unsupported,145,0,1.6970589196676589,-2.1355735597805547,-12.127461375587417,3.033869874571945,-2.8212489174316744,-12.813136733238537,-0.5484545110393602,0,-10.985628369404138,-10.97202729578572,-11.297790447533792
METHOTREXATE,OLANZAPINE,unsupported,116,0,1.6980296837445514,-2.1362108695910074,-12.12809868539787,0.43041667943536405,-0.8959488651256107,-10.887836680932473,-2.3072686145837573,0,-10.271492969279077,-10.830329536761933,-11.745323268161341
OMEPRAZOLE,VANCOMYCIN,unsupported,315,0,1.6994943467012664,-2.137171893134134,-12.129059708940996,1.8755985056501716,-2.248291030224466,-12.240178846031329,-0.883075759886205,0,-11.132848260389041,-10.885944964266784,-11.345844597008082
CIPROFLOXACIN,CLOPIDOGREL BISULFATE,unsupported,143,0,1.7001071534642032,-2.137573790116666,-12.12946160592353,3.1520706687088853,-2.868714682192188,-12.86060249799905,-0.797191141559396,0,-11.233556578255762,-10.918072228658081,-11.119029966064488
CITALOPRAM,LEVODOPA,unsupported,240,0,1.7002992891176607,-2.137699775367444,-12.129587591174307,1.8820023726511887,-2.2521748502341006,-12.244062666040962,-0.7533504956972603,0,-11.13502597522119,-11.09708192315741,-11.417802034364993
ENALAPRIL,RISPERIDONE,unsupported,102,0,1.7017036626302522,-2.1386203030422863,-12.130508118849148,4.18700079456824,-3.2286650393911986,-13.220552855198061,-0.3425674374165936,0,-10.992416226767547,-11.160298456128862,-11.094606012610486
METOCLOPRAMIDE,ZOLPIDEM,unsupported,171,0,1.702896457407264,-2.1394016857352716,-12.131289501542135,2.434231678607443,-2.5529827866153614,-12.544870602422224,-0.3134454027128092,0,-10.850955586911166,-11.373070218520315,-11.506235181702053
RITONAVIR,TAZOBACTAM,plausible,259,0,1.7040986520776102,-2.140188798173124,-12.132076613979986,2.174557057601915,-2.4192999817140772,-12.41118779752094,-0.6054133778475678,0,,-10.221595572260584,-11.815756093699946
OXAZEPAM,WARFARIN,unsupported,81,0,1.7047905464127824,-2.1406416072546985,-12.13252942306156,2.3604915692003874,-2.516263092286275,-12.508150908093137,-0.22921704987039712,0,-10.632345429119722,-11.397916391781841,-10.978323822498773
DAPAGLIFLOZIN,NAPROXEN,unsupported,342,0,1.705536291736471,-2.141129499934759,-12.133017315741622,1.262442406254815,-1.8175761133592745,-11.809463929166137,-0.5643133033367094,0,,,-12.440183248416314
CYCLOSPORINE,ISONIAZID,plausible,126,0,1.7066964420977087,-2.141888183038024,-12.133775998844888,3.5749833477931463,-3.026794163857744,-13.018681979664606,-0.2823901640147878,0,-11.3729342475569,-11.080038938413182,-10.981360575848162
FLUVASTATIN,VERAPAMIL,known_pair,19,0,1.707220939692447,-2.1422310485776332,-12.134118864384495,6.144928516854724,-3.732253679722082,-13.724141495528945,-0.013216440022346659,0,-11.942846289456448,-10.454693778156688,-10.586671226961219
CLOZAPINE,MIDAZOLAM,unsupported,92,0,1.708322509615793,-2.142950882734773,-12.134838698541635,3.119797219102608,-2.8559088798528873,-12.84779669565975,-0.4587481258801789,0,-10.203961081231144,-10.532924112924544,-11.925073208318453
HYDROXYZINE,NAPROXEN,unsupported,184,0,1.7086413911397647,-2.143159192698088,-12.135047008504952,1.2645769176597463,-1.8193223183622853,-11.811210134169148,-0.39540458980654125,0,-10.663811863430524,-10.891521774871723,-11.670496860847468
HALOPERIDOL,HYDROCODONE,unsupported,81,0,1.7088200238379023,-2.143275871706086,-12.135163687512948,0.6363732714214789,-1.1844368034817174,-11.17632461928858,-0.8089648110539156,0,-11.099967339646767,-11.506666486114483,-10.508476395307882
HERBALS,NALOXONE,unsupported,99,0,1.7089468060925206,-2.1433586774027655,-12.135246493209628,2.5555059990177544,-2.611411313538349,-12.603299129345212,-0.07908099209161208,0,,,-12.153603677516685
LEVETIRACETAM,PROMETHAZINE,unsupported,77,0,1.7093468488691184,-2.1436199274583703,-12.135507743265233,4.326587670375937,-3.271003584331207,-13.26289140013807,-0.3109724867275668,0,-10.179401018888024,-11.28490572424551,-11.523235052021038
HYDROCHLOROTHIAZIDE,PITAVASTATIN,plausible,33,0,1.710031076645895,-2.1440666564075204,-12.135954472214383,4.441361294234552,-3.3049085442178345,-13.296796360024697,-0.0582707684186688,0,-11.46620665003537,-10.59058082522943,-11.17984023328632
FUROSEMIDE,TOPIRAMATE,unsupported,139,0,1.7107024924598437,-2.1445048860621534,-12.136392701869017,2.5540752745056405,-2.6107356210141557,-12.602623436821018,-0.6174707571880268,0,-10.207661539471635,-10.610078970885997,-11.803985440497277
CIPROFLOXACIN,DIPHENHYDRAMINE,unsupported,153,0,1.7113238377594555,-2.144910316388157,-12.13679813219502,2.9125420814755105,-2.770846836614675,-12.762734652421537,-0.5553606526214403,0,-10.513553590822909,-11.250834843440053,-11.314581068416064
INSULIN NOS,SULFAMETHOXAZOLE,unsupported,122,0,1.7113775519216687,-2.1449453597467865,-12.13683317555365,2.9277075358571953,-2.777244018852831,-12.769131834659694,-0.10444288225529634,0,-10.348398364153928,-10.62472781896214,-11.935987286507627
CLARITHROMYCIN,MIDAZOLAM,plausible,49,0,1.7121150538132799,-2.145426423207886,-12.13731423901475,6.95803249258385,-3.8987950825483297,-13.890682898355193,-0.10594443747276047,0,,-10.950456622470252,-11.519614332156364
HYDROCHLOROTHIAZIDE,TOPIRAMATE,unsupported,213,0,1.71332132351167,-2.146212912587265,-12.138100728394129,2.3779574539550072,-2.525045264273545,-12.516933080080408,-0.7367305768801573,0,-10.435837106539006,-10.81125501323353,-11.684141433672547
ADALIMUMAB,FUROSEMIDE,unsupported,158,0,1.714120082815735,-2.146733468815381,-12.138621284622245,0.25771114159633945,-0.5997198669506906,-10.591607682757553,-3.210969579734743,0,-10.387513001138869,-11.405474045166383,-11.226775342252663
QUETIAPINE,SODIUM BICARBONATE,unsupported,98,0,1.7144649112108223,-2.146958137515305,-12.138845953322168,4.239693703353913,-3.24479382981332,-13.236681645620182,-0.36381093415160537,0,-10.071930119778731,-10.638100620309057,-12.238107523477106
DICLOFENAC,LEVOTHYROXINE,unsupported,388,0,1.7171359764411314,-2.148697253074668,-12.140585068881531,1.8781424538787341,-2.2498351370132985,-12.241722952820162,-1.285183143006414,0,-11.216581433690358,-11.280786206889067,-11.197606209347292
ERYTHROMYCIN,SERTRALINE,plausible,88,0,1.717149930815417,-2.148706333186777,-12.14059414899364,4.409757195032754,-3.2956516798997164,-13.287539495706579,-0.19651795986082563,0,-10.273957083234,-11.046989852555352,-11.20087590060525
ASPIRIN,FLUVOXAMINE,unsupported,50,0,1.7206733651370016,-2.15099720506326,-12.142885020870123,2.3265296164081013,-2.499031813646875,-12.490919629453739,-0.18479602167910686,0,-10.552483414755743,-10.2861558964279,-12.095417465414405
DULOXETINE,TELMISARTAN,unsupported,140,0,1.7214721598301703,-2.1515160611648745,-12.143403876971737,2.6971765488049115,-2.6767984122612947,-12.668686228068157,-0.2408155888271542,0,-10.295094278063766,-10.40564799164168,-12.132451552554972
ALCOHOL,LOSARTAN,unsupported,144,0,1.7216801196919422,-2.1516511106264398,-12.143538926433303,3.3322673640875804,-2.9381982164466414,-12.930086032253504,-0.2788663847987699,0,-10.404869500620201,-10.663011985668318,-11.499826730480695
FEBUXOSTAT,PERINDOPRIL,unsupported,64,0,1.7217950060431941,-2.1517257125830453,-12.143613528389908,5.339763188879356,-3.545909866852481,-13.537797682659344,-0.020454319443493952,0,,-10.619583148021713,-12.091372884097511
APIXABAN,CLARITHROMYCIN,plausible,83,0,1.7223221782415739,-2.152067984709691,-12.143955800516554,0.522943286667094,-1.0327261623733688,-11.024613978180232,-0.8817229202381177,0,,-11.058987624352039,-11.34215200816022
LEVOFLOXACIN,VENLAFAXINE,unsupported,136,0,1.7226890536319126,-2.152306134527479,-12.144193950334342,3.4529569945547616,-2.9829322597160717,-12.974820075522935,-0.7712823650986104,0,-10.27638501098416,-11.191767592524188,-11.54534989834728
EMTRICITABINE,METFORMIN,unsupported,229,0,1.7232473373204291,-2.1526684578007966,-12.144556273607659,2.258614876262216,-2.4639440594860558,-12.455831875292919,-1.7740204685596366,0,-10.683487955796537,-10.933659410915075,-11.745443985513322
CANDESARTAN CILEXETIL,GABAPENTIN,unsupported,106,0,1.7235273641860578,-2.1528501595500464,-12.14473797535691,2.6354854167078163,-2.6486888095554186,-12.640576625362282,-0.32723529716075456,0,-10.53889251815957,-10.557180324379985,-11.17453758016302
DEXTROAMPHETAMINE,DIAZEPAM,unsupported,142,0,1.7237568600942221,-2.1529990560865437,-12.144886871893407,2.844711852122493,-2.7418819276320114,-12.733769743438874,-0.3143460496075289,0,-10.120219011261408,-10.81527279175893,-11.970392804380888
AMISULPRIDE,EZETIMIBE,plausible,23,0,1.7239612106395121,-2.1531316254238133,-12.145019441230676,8.834199523378906,-4.222526305989948,-14.21441412179681,-0.0314298028840121,0,,,-11.902523383480984
FUROSEMIDE,PROMETHAZINE,unsupported,109,0,1.724582613946696,-2.153534676629263,-12.145422492436126,3.8750363439497515,-3.129295001634861,-13.121182817441724,-0.2537401874069812,0,-10.813887261009587,-11.229790824929488,-11.225676703560902
FLUCONAZOLE,SPIRONOLACTONE,plausible,84,0,1.7254397398399792,-2.1540904362154576,-12.14597825202232,4.724689350424039,-3.3853452599827736,-13.377233075789636,-0.1485484442827484,0,-10.849819748415445,-11.239440295975772,-11.133999390482538
INDAPAMIDE,NAPROXEN,unsupported,102,0,1.725563909774436,-2.1541709301277603,-12.146058745934623,1.279009042266515,-1.8310738434886626,-11.822961659295526,-0.18764544696186172,0,-11.040519042215069,-10.582541428605875,-11.619264386355763
ERYTHROMYCIN,PRAVASTATIN,known_pair,34,0,1.725841423691777,-2.154350813972457,-12.146238629779319,6.9674831679846925,-3.9006220806455563,-13.892509896452419,-0.03689135557691794,0,-10.853158087620438,-11.454420602751359,-10.627415689388332
DILTIAZEM,TOPIRAMATE,plausible,132,0,1.7263076466526486,-2.1546529680762077,-12.14654078388307,2.5657204091388395,-2.616226130544785,-12.608113946351647,-0.2187315848867455,0,-10.860470997168784,-11.244964114552118,-10.789063500773993
ALLOPURINOL,PAROXETINE,unsupported,95,0,1.7263506470160361,-2.1546808329636193,-12.146568648770481,4.299915891323886,-3.263009125785239,-13.2548969415921,-0.30082431660306247,0,-11.161540636314326,-11.35522208490401,-11.271932914417953
BUPRENORPHINE,ESCITALOPRAM,unsupported,198,0,1.7278436399449826,-2.1556479814248544,-12.147535797231717,1.9752549954258367,-2.3075771561766993,-12.299464971983562,-1.0168790800682936,0,-10.501215878691168,-11.046053603143257,-11.811500740917547
DIAZEPAM,GEMFIBROZIL,plausible,9,0,1.7303685163058922,-2.157282101501031,-12.149169917307894,4.714595404550244,-3.3825553197645983,-13.374443135571461,-0.034963195085103614,0,,,-10.79699777011053
ESCITALOPRAM,LOVASTATIN,plausible,22,0,1.730378941459416,-2.157288844907795,-12.149176660714659,5.1947551740364855,-3.509633819668975,-13.501521635475838,-0.035181975721925336,0,,-11.5160217193996,-10.543334750856971
HERBALS,HYDROXYZINE,unsupported,75,0,1.730658773158332,-2.157469839479312,-12.149357655286176,4.859882767423689,-3.4222014460737014,-13.414089261880564,-0.03989030798588491,0,-10.584345907041298,-10.228197426111453,-11.91728174964927
ADALIMUMAB,GABAPENTIN,unsupported,492,0,1.7307056579783853,-2.157500162264384,-12.149387978071246,0.2568075843224667,-0.5979984517835822,-10.589886267590446,-3.798242449452833,0,-10.397957599097168,-10.834154049321747,-11.617594868774232
COLCHICINE,HALOPERIDOL,plausible,25,0,1.7311269297260579,-2.157772591429348,-12.149660407236212,8.822972017566181,-4.220789936800512,-14.212677752607375,-0.0722939490228891,0,-12.1257332703613,,-10.678768396078219
LOXAPINE,PROMETHAZINE,unsupported,38,0,1.7315990764238403,-2.1580778594207355,-12.149965675227598,4.592191579223871,-3.3482866975576036,-13.340174513364467,-0.02023160804192528,0,,-10.82375206252293,-11.810359378181682
APIXABAN,CITALOPRAM,unsupported,257,0,1.731829746269683,-2.158226976279633,-12.150114792086496,0.5188425124175058,-1.0269310641498621,-11.018818879956726,-1.3043828520231862,0,,-10.814134007106142,-11.891220097408823
CLOPIDOGREL BISULFATE,DONEPEZIL,unsupported,90,0,1.731846575195229,-2.1582378547599173,-12.15012567056678,3.5819847229485005,-3.0292707830154924,-13.021158598822355,-0.22585566701926335,0,-11.034311692038084,-10.270160207603368,-11.741083017997278
CAFFEINE,LEVETIRACETAM,unsupported,86,0,1.7318670116899046,-2.158251065118937,-12.1501388809258,3.51390938253937,-3.0050080469853415,-12.996895862792204,-0.5189612242527235,0,-10.140539210580476,-10.863151848184891,-11.853072964123768
AMIODARONE,SOFOSBUVIR,plausible,143,0,1.7320370696228518,-2.1583609876137646,-12.150248803420627,1.3501237571945306,-1.8876217777249245,-11.879509593531788,-0.5040553772946262,0,,-11.220129587779718,-10.888760750480749
TENOFOVIR DISOPROXIL,ZOPICLONE,unsupported,92,0,1.7328395750241754,-2.1588796001835573,-12.15076741599042,2.633343483287014,-2.6477029294512855,-12.639590745258149,-0.27371079162428386,0,-11.132885289542685,-10.781335135269124,-11.46746458332525
DONEPEZIL,PROPOFOL,plausible,36,0,1.7331894408967716,-2.159105639807843,-12.150993455614707,7.686539229337764,-4.03325369706077,-14.025141512867632,-0.07795087184900934,0,-10.591270380729183,-11.043781493625794,-11.283621444696541
BUPRENORPHINE,FUROSEMIDE,unsupported,154,0,1.7342546301841855,-2.1597936140979432,-12.151681429904805,2.017088730783414,-2.3317560743474783,-12.323643890154342,-1.3386097749280514,0,-10.242009744937034,-11.130549820647598,-11.737071475267934
FLUCONAZOLE,METHADONE,plausible,94,0,1.7358640807393542,-2.160832488716265,-12.152720304523127,4.151212674062768,-3.2176069077835954,-13.209494723590458,-0.19436141365139714,0,-11.487368677043923,-11.147397058342088,-10.88535808781854
METOCLOPRAMIDE,ROCURONIUM,unsupported,104,0,1.7376703611848,-2.1619975236641538,-12.153885339471017,2.610606106340433,-2.6371957190743283,-12.629083534881191,-0.07210414943022984,0,-10.542902984604682,-10.454755845304023,-12.160167784150845
LOVASTATIN,OXYCODONE,plausible,24,0,1.7377377377377379,-2.1620409627502233,-12.153928778557086,1.4444654346292989,-1.9593735892426165,-11.951261405049479,-0.2129012802758525,0,-11.53525745596942,-10.92772627807409,-10.60194129749085
AZITHROMYCIN,TENOFOVIR DISOPROXIL,plausible,198,0,1.737969192590391,-2.162190176616819,-12.154077992423682,2.4257862883549213,-2.548824392856175,-12.540712208663038,-0.662267333203515,0,-11.783776345038044,-11.250022291171348,-10.874293857762147
ALPRAZOLAM,FAMOTIDINE,unsupported,123,0,1.7388695552121474,-2.162770473911449,-12.154658289718311,3.6849971005692748,-3.0652266232545253,-13.057114439061388,-0.22953746110527773,0,-11.07805271241578,-10.67510010510424,-11.054658702981627
CARBIDOPA,LEVETIRACETAM,unsupported,100,0,1.7391897768956117,-2.1629768053605183,-12.15486462116738,1.8898490487240889,-2.2569194953881166,-12.24880731119498,-1.03934978733789,0,-10.093099081543718,-10.575518155032043,-12.057361426659472
INFLUENZA VIRUS VACCINE,LEVOFLOXACIN,unsupported,35,0,1.7400239966625424,-2.163514187497438,-12.155402003304301,4.336571344884553,-3.2739846804314774,-13.265872496238341,-0.05568817407258511,0,,-11.337066333813778,-11.559590580716977
PREDNISOLONE,SERTRALINE,plausible,210,0,1.7411627957626599,-2.164247448540005,-12.156135264346869,1.8958441059717883,-2.2605340371507188,-12.252421852957582,-1.3232861800895277,0,-10.24468870207668,-10.883093887012798,-11.845822765835456
CLOPIDOGREL BISULFATE,DIAZEPAM,unsupported,132,0,1.7413424760774818,-2.1643631088163717,-12.156250924623235,3.3380227369808315,-2.9403632582848114,-12.932251074091674,-0.7005381406685912,0,-10.37902998323176,-10.8536763851768,-11.758611801065344
BISOPROLOL,PROPOFOL,plausible,41,0,1.7417359188927295,-2.1646163357064148,-12.156504151513277,6.2083405806809315,-3.745955936008138,-13.737843751815001,-0.18774460391146036,0,-10.652497347277688,-11.18571481541544,-11.206229345038544
BACLOFEN,PAROXETINE,unsupported,172,0,1.7419878308531374,-2.1647784474495495,-12.156666263256412,2.818088595787374,-2.7303524079925903,-12.722240223799453,-0.47717542528344886,0,-10.088582605523712,-11.506375462477042,-12.039227259213582
DILTIAZEM,TACROLIMUS,known_pair,150,0,1.7429606009836243,-2.1654042787992367,-12.157292094606099,1.5528306990141518,-2.0376146504546493,-12.029502466261512,-0.544808037327901,0,-11.004853491119627,-10.59205850179254,-11.07496284560911
ALPRAZOLAM,SITAGLIPTIN,unsupported,154,0,1.7439258096393977,-2.16602497726813,-12.157912793074994,3.30070338972786,-2.926266440389088,-12.918154256195951,-0.6431090277517698,0,-10.130118693974605,-10.424053745635325,-12.30500036016112
AMIODARONE,TACROLIMUS,known_pair,144,0,1.7441492169628718,-2.1661686061673935,-12.158056421974257,1.559356325924569,-2.042193477938879,-12.034081293745741,-0.8840442702209578,0,-11.028501867603877,-10.692543815090778,-11.4245383278798
APIXABAN,UNSPECIFIED INGREDIENT,unsupported,339,0,1.7456020837507515,-2.1671023076767733,-12.158990123483637,0.5223288722279155,-1.0318593704530243,-11.023747186259888,-1.4229734539588141,0,-11.758708401730411,-10.660605876561517,-10.718366483957213
CODEINE,DAPTOMYCIN,plausible,33,0,1.7471133774063716,-2.168072917083659,-12.159960732890521,3.191353937222032,-2.884150073805205,-12.876037889612068,-0.13869365660440938,0,,-10.370313203964866,-11.992906548646213
DILTIAZEM,OXAZEPAM,plausible,59,0,1.747691167697261,-2.16844382317471,-12.160331638981573,5.952417519380828,-3.6898397946081576,-13.68172761041502,-0.06545579904691763,0,,-10.763763325114628,-11.687886161993006
RAMIPRIL,TRIMEPRAZINE,unsupported,43,0,1.7482674267711453,-2.1688136513638465,-12.160701467170709,5.454063927268217,-3.5738747115083846,-13.565762527315247,-0.037781556146518534,0,,-11.37751114340704,-11.549171714857712
AZITHROMYCIN,RALTEGRAVIR,known_pair,126,0,1.7513478063579972,-2.1707889531698927,-12.162676768976755,3.6869168160366783,-3.0658882554836357,-13.0577760712905,-0.11918234332636568,0,-10.588231724260655,-11.160745242683557,-11.24815423102544
CANDESARTAN CILEXETIL,OLANZAPINE,unsupported,64,0,1.752331815488628,-2.1714193821678407,-12.163307197974703,6.1959401417023,-3.7432866309863386,-13.735174446793202,-0.26142859716003264,0,-10.249068775098802,-10.290335234338125,-11.652064775455193
PRAVASTATIN,TOPIRAMATE,plausible,43,0,1.7524712393524466,-2.171508685124942,-12.163396500931805,2.7927506743615793,-2.71929327583245,-12.711181091639313,-0.1632164809476931,0,-10.712720090850745,-11.40007327928386,-10.924409818926987
HYDROXYZINE,METHYLPREDNISOLONE,plausible,174,0,1.7528350621547713,-2.1717416927469277,-12.163629508553791,2.20837130190425,-2.437425537544841,-12.429313353351704,-0.3232619450648775,0,-10.832595492154374,-10.935378332796578,-11.45888393583137
FAMOTIDINE,LOVASTATIN,plausible,22,0,1.7535872143016185,-2.1722232837367454,-12.164111099543609,5.549602406601299,-3.5968403283585517,-13.588728144165414,-0.012083062230254795,0,-12.54877832611151,-10.486109756415416,
AZITHROMYCIN,ISONIAZID,plausible,128,0,1.7543032910454992,-2.1726816268907134,-12.164569442697577,3.661198677960019,-3.0569991720320053,-13.048886987838868,-0.11939662158441922,0,-10.296014605504705,-11.191589193686168,-11.349655900630712
LORAZEPAM,PACLITAXEL,unsupported,163,0,1.7547001352006326,-2.1729355744006056,-12.164823390207468,1.2413967564668371,-1.8002449412860277,-11.79213275709289,-0.8174768663919895,0,-10.382402995951638,-10.225101805388269,-12.003376328550477
PIPERACILLIN,RITONAVIR,plausible,249,0,1.7549799634261312,-2.1731146145031923,-12.165002430310055,2.2703209680366525,-2.4700531359022007,-12.461940951709064,-0.593036308551344,0,,-10.232497227511223,-11.838940088875027
INFLIXIMAB,ISONIAZID,unsupported,210,0,1.7576351170866351,-2.1748123340704533,-12.166700149877316,0.40646281603855383,-0.8583197455817394,-10.850207561388602,-0.5314410703607209,0,-11.433964041313844,-10.996946950298872,-10.983449333720564
PROMETHAZINE,TOPIRAMATE,unsupported,207,0,1.7589721267445446,-2.1756664695554737,-12.167554285362337,2.435407112417804,-2.553560604982775,-12.545448420789638,-0.18683502915701444,0,-10.85069556600424,-11.374197639733568,-10.953674020989196
INFLUENZA VIRUS VACCINE,QUETIAPINE,unsupported,32,0,1.7590336103453466,-2.175705735590596,-12.16759355139746,6.715191871504433,-3.85103776039732,-13.842925576204182,-0.11992379810802471,0,-10.192417339285148,-10.558119452427587,-11.808379065012957
